ncols         1
nrows         50000
xllcorner     0
yllcorner     0
cellsize      16
NODATA_value  -9999
493 493 493 493
612 612 612 612
613 613 613 613
614 614 614 614
733 733 733 733
1181 1181 1181 1181
1300 1300 1300 1300
1420 1420 1420 1420
1421 1421 1421 1421
1422 1422 1422 1422
1459 1459 1459 1459
1460 1460 1460 1460
1461 1461 1461 1461
1472 1472 1472 1472
1473 1473 1473 1473
1474 1474 1474 1474
1475 1475 1475 1475
1476 1476 1476 1476
1477 1477 1477 1477
1478 1478 1478 1478
1479 1479 1479 1479
1480 1480 1480 1480
1539 1539 1539 1539
1540 1540 1540 1540
1541 1541 1541 1541
1542 1542 1542 1542
1543 1543 1543 1543
1577 1577 1577 1577
1578 1578 1578 1578
1579 1579 1579 1579
1580 1580 1580 1580
1581 1581 1581 1581
1582 1582 1582 1582
1583 1583 1583 1583
1584 1584 1584 1584
1585 1585 1585 1585
1586 1586 1586 1586
1587 1587 1587 1587
1588 1588 1588 1588
1589 1589 1589 1589
1590 1590 1590 1590
1591 1591 1591 1591
1592 1592 1592 1592
1593 1593 1593 1593
1594 1594 1594 1594
1595 1595 1595 1595
1596 1596 1596 1596
1597 1597 1597 1597
1598 1598 1598 1598
1599 1599 1599 1599
1600 1600 1600 1600
1601 1601 1601 1601
1602 1602 1602 1602
1603 1603 1603 1603
1658 1658 1658 1658
1659 1659 1659 1659
1660 1660 1660 1660
1661 1661 1661 1661
1662 1662 1662 1662
1663 1663 1663 1663
1697 1697 1697 1697
1698 1698 1698 1698
1699 1699 1699 1699
1700 1700 1700 1700
1701 1701 1701 1701
1702 1702 1702 1702
1703 1703 1703 1703
1704 1704 1704 1704
1705 1705 1705 1705
1706 1706 1706 1706
1707 1707 1707 1707
1708 1708 1708 1708
1709 1709 1709 1709
1710 1710 1710 1710
1711 1711 1711 1711
1712 1712 1712 1712
1713 1713 1713 1713
1714 1714 1714 1714
1715 1715 1715 1715
1716 1716 1716 1716
1717 1717 1717 1717
1718 1718 1718 1718
1719 1719 1719 1719
1720 1720 1720 1720
1721 1721 1721 1721
1722 1722 1722 1722
1723 1723 1723 1723
1778 1778 1778 1778
1780 1780 1780 1780
1781 1781 1781 1781
1782 1782 1782 1782
1816 1816 1816 1816
1817 1817 1817 1817
1818 1818 1818 1818
1819 1819 1819 1819
1820 1820 1820 1820
1821 1821 1821 1821
1822 1822 1822 1822
1823 1823 1823 1823
1824 1824 1824 1824
1825 1825 1825 1825
1826 1826 1826 1826
1827 1827 1827 1827
1828 1828 1828 1828
1829 1829 1829 1829
1830 1830 1830 1830
1831 1831 1831 1831
1832 1832 1832 1832
1833 1833 1833 1833
1834 1834 1834 1834
1835 1835 1835 1835
1836 1836 1836 1836
1837 1837 1837 1837
1838 1838 1838 1838
1839 1839 1839 1839
1840 1840 1840 1840
1841 1841 1841 1841
1842 1842 1842 1842
1843 1843 1843 1843
1897 1897 1897 1897
1898 1898 1898 1898
1899 1899 1899 1899
1934 1934 1934 1934
1936 1936 1936 1936
1937 1937 1937 1937
1938 1938 1938 1938
1939 1939 1939 1939
1940 1940 1940 1940
1941 1941 1941 1941
1942 1942 1942 1942
1943 1943 1943 1943
1944 1944 1944 1944
1945 1945 1945 1945
1946 1946 1946 1946
1947 1947 1947 1947
1948 1948 1948 1948
1949 1949 1949 1949
1950 1950 1950 1950
1951 1951 1951 1951
1952 1952 1952 1952
1953 1953 1953 1953
1954 1954 1954 1954
1955 1955 1955 1955
1956 1956 1956 1956
1957 1957 1957 1957
1958 1958 1958 1958
1959 1959 1959 1959
1960 1960 1960 1960
1961 1961 1961 1961
1962 1962 1962 1962
1963 1963 1963 1963
2016 2016 2016 2016
2017 2017 2017 2017
2018 2018 2018 2018
2019 2019 2019 2019
2020 2020 2020 2020
2054 2054 2054 2054
2055 2055 2055 2055
2056 2056 2056 2056
2057 2057 2057 2057
2058 2058 2058 2058
2059 2059 2059 2059
2060 2060 2060 2060
2061 2061 2061 2061
2062 2062 2062 2062
2063 2063 2063 2063
2064 2064 2064 2064
2065 2065 2065 2065
2066 2066 2066 2066
2067 2067 2067 2067
